title,text,subject,date,reliable
Britain's government to push ahead with plan on specific Brexit date,"LONDON (Reuters) - Britain s Prime Minister Theresa May will push ahead with plans to fix into law the time and date of the country s European Union exit for March 2019, her spokesman said on Friday, despite opposition from some members of her party.  We think it provides important certainty,  the spokesman said.  We would encourage all MPs to support it,  he added, referring to lawmakers.",worldnews,"November 17, 2017",1
Yemen's Saleh says ready for 'new page' with Saudi-led coalition,"ADEN (Reuters) - Former Yemeni President Ali Abdullah Saleh said on Saturday he was ready for a  new page  in relations with the Saudi-led coalition fighting in Yemen if it stopped attacks on his country. The call came as his supporters battled Houthi fighters for a fourth day in the capital Sanaa while both sides traded blame for a widening rift between allies that could affect the course of the civil war. Together they have fought the Saudi-led coalition which intervened in Yemen in 2015 aiming to restore the internationally recognized government of President Abd-Rabbu Mansour Hadi after the Houthis forced him into exile. The clashes between Saleh s supporters and the Houthis underscore the complex situation in Yemen, one of the poorest countries in the Middle East, where a proxy war between the Iran-aligned Houthis and the Saudi-backed Hadi has caused one of the worst humanitarian catastrophes in recent times.  I call upon the brothers in neighboring states and the alliance to stop their aggression, lift the siege, open the airports and allow food aid and the saving of the wounded and we will turn a new page by virtue of our neighborliness,  Saleh said in a televised speech.  We will deal with them in a positive way and what happened to Yemen is enough,  he added. Saleh, who was forced to step down by a 2011 mass uprising against his 33 years in office, said Yemen s parliament, which is dominated by his GPC party, was the only legitimate power in the country and was ready for talks with the coalition. The Saudi-led coalition welcomed Saleh s change of stance. In a statement carried by the Saudi-owned Al-Hadath channel, the coalition said it was  confident of the will of the leaders and sons  of Saleh s General People s Congress (GPC) party to return to Arab fold.  The coalition accuses non-Arab Iran of trying to expand its influence into Arab countries, including Yemen, which shares a long border with Saudi Arabia, by aligning themselves with the Houthis and Saleh. The Houthis accused Saleh of betrayal, and vowed to keep up the fight against the Saudi-led coalition.  It is not strange or surprising that Saleh turns back on a partnership he never believed in,  the group s political bureau said in a statement.  The priority has been and still is to confront the forces of aggression.  Residents of Sanaa described heavy fighting on the streets of Hadda, a southern residential district of the Yemeni capital where many of Saleh s relatives live, early on Saturday, with sounds of explosions and gunfire heard while the streets were deserted.  The fighting eased in the afternoon as Saleh supporters gained the upper hand, but intermittent gunfire was being heard. There was no immediate word on casualties. Both sides have reported that at least 16 people were killed in the fighting, which began on Wednesday when armed Houthi fighters entered the main mosque complex, firing RPGs and grenades. Saleh s GPC party accused the Houthis of failing to honor a truce and said in a statement on its website that the Houthis bear responsibility for dragging the country into a civil war. It also called on supporters, including tribal fighters, to  defend themselves, their country, their revolution and their republic...  The GPC appealed to the army and security forces to remain neutral in the conflict. But the head of the Houthis  Ansarullah group warned that the biggest winner from what he described as Saleh s  sedition  was the Saudi-led coalition.  I appeal to the leader Saleh to show more wisdom and maturity... and not to heed incitement calls,  Abdel-Malek al-Houthi said in a speech on the group s Al-Masirah TV, adding that his group was ready to sit down for arbitration and abide by any ruling. Yemen s civil war has killed more than 10,000 people since 2015, displaced more than two million people, caused a cholera outbreak infecting nearly one million people and put the country on the brink of famine.",worldnews,"December 2, 2017",1
Senior Chinese diplomat to visit North Korea as envoy of Xi,"BEIJING (Reuters) - A senior Chinese diplomat will visit North Korea from Friday as a special envoy of Chinese President Xi Jinping, Beijing said, although it did not say he was planning to discuss North Korea s nuclear and ballistic programs. China has repeatedly pushed for a diplomatic solution to the crisis, but in recent months has had only limited high-level exchanges with North Korea. The last time China s special envoy for North Korea visited the country was in February last year.   In a brief dispatch, the official Xinhua news agency said Song Tao, who heads the ruling Communist Party s external affairs department, would leave for North Korea on Friday. He will  inform the DPRK of the 19th CPC National Congress and visit the DPRK , Xinhua said on Wednesday, using the North s official name and referring to China s recently concluded Communist Party Congress at which Xi further cemented his power. North Korea s KCNA news agency confirmed the visit, but said only that it would take place  soon . The trip will come just a week after U.S. President Donald Trump visited Beijing as part of a lengthy Asia tour, where he pressed for greater action to rein in North Korea, especially from China, with which North Korea does 90 percent of its trade.  It is not clear how long Song could stay, but he has already visited Vietnam and Laos to inform them of the results of the congress, a typical courtesy China extends other communist countries after such important meetings. It is also unclear whether Song will meet North Korea s youthful leader Kim Jong Un. Song s  main objective  in going to North Korea was to  report on the 19th Party Congress , Chinese Foreign Ministry spokesman Geng Shuang told a daily news briefing, adding that it was routine for China and other socialist countries to have such exchanges after important party meetings.  The two countries would also  exchange opinions on matters of mutual concern  during the visit, Geng added.  He reiterated that China was committed to resolving the Korean nuclear issue peacefully through consultation.      Kim and Xi exchanged messages of congratulations and thanks over the Chinese party congress, but neither leader has visited the other s country since assuming power.  Song s department is in charge of the party s relations with foreign political parties, and has traditionally served as a conduit for Chinese diplomacy with North Korea. A department official said last month that China s Communist Party continues to hold talks and maintain contacts with its North Korean counterpart, describing the two countries  friendship as important for regional stability. China s new special envoy for North Korea, Kong Xuanyou, who took up his position in August, is not believed to have yet visited the country since assuming the job.",worldnews,"November 15, 2017",1
Vice President Joe Biden Brings Oscars To An Emotional Halt With Powerful Message (VIDEO),"In an powerful moment for a night that is usually designated to honoring celebrities and movies, Vice President Joe Biden took to the stage at the 88th Annual Academy Awards to deliver a message about sexual assault.Biden recently took a break from organizing a national initiative to cure cancer to help launch a program that asks young people to fight against sexual assault by standing up and intervening if they see a situation  where consent cannot or has not been given. Taking the microphone at the Academy Awards ceremony, Biden was greeted with a standing ovation from the attendees. The applause was so intense, in fact, that Biden had to settle people down with a joke, telling the collected group of megastars,  I m the least qualified man here tonight. Joe Biden introduces Lady Gaga at the #Oscars. https://t.co/aRmjqBSbjg  MTV News (@MTVNews) February 29, 2016During his brief remarks, Biden made it clear that victim-blaming had no place in our society. Let s change the culture so that no abused woman or man ever feels they have to ask themselves  What did I do?  They did nothing wrong. The vice president was joined by Lady Gaga, who helped make a documentary on the subject of date-rape on college campuses. The two promoted a website called ItsOnUs.org that will help spread the message of what people can do to help stop sexual assaults in universities around the country. Afterwards, Lady Gaga performed a song she had written for the documentary. At the conclusion, she was joined by survivors of sexual assault. The performance brought the house down and reduced many in the audience to tears.Powerful. https://t.co/vG5LjQdCo9 #Oscars https://t.co/SSzZEcxSLX  ABC News (@ABC) February 29, 2016After the performance, Biden tweeted a photo of himself and Lady Gaga.Proud to stand by my friend @LadyGaga tonight. Pure courage that inspires, challenges us all. #ItsOnUs. All of us. pic.twitter.com/1eee3v0Xd2  Vice President Biden (@VP) February 29, 2016And to those cynics who might believe a speech during the Oscars won t accomplish anything, consider this: From the instant it was mentioned, the ItsOnUs.org website was brought to a crawl under the weight of the traffic. That s a lot of eyes on an issue that is far too often swept under the rug and ignored.Featured image via ABC News/Twitter",News,"February 28, 2016",0
WATCH: Fox News’ Tucker Carlson SCREAMS About Dirty Bathrooms To Avoid Talking About Trump,"Fox News personalities and Trump surrogates seem to be desperate to do anything to take attention away from the fact that we ve got a treasonous bastard in the White House. Sean Hannity, Tucker Carlson, and others, are doing absolutely everything they can to pretend that Trump is this strong, powerful, amazing and upstanding guy   the best president we ve ever had. And to do so, they ll say pretty much anything.Tonight, Tucker Carlson jumped on New York City councilman Corey Johnson over his bill to try and force Trump to release his tax returns. Carlson believes that Johnson has better things to do than try to help America figure out if our president has severe conflicts of interest that prevent him from acting in the country s best interest. One of those things Carlson says Johnson ought to pay attention to is the dirty bathrooms in Penn Station: By the way, ignore the guy living under the ATM machine, or relieving himself next to- I m serious! I go there every week, and that s your- Penn Station is yours! And you re worrying about Trump s tax returns? Are you joking? Have you been in the men s room there? Then it just devolves into a shouting match with Carlson frantically trying to derail the conversation so he doesn t have to listen to more about Trump. Watch below:Tucker Carlson screaming about Penn Station bathrooms to avoid talking about Trump s Russia ties. I know this sounds fake. It s not. Enjoy. pic.twitter.com/Nlj1SPHen7  Carlos Maza (@gaywonk) May 17, 2017Penn Station is in Johnson s district, true. And it s very sad, but train station toilets in major cities the world over are gross. I live in Chicago   they re pretty gross here, too. However, that s a massive deflection there because the fact of the matter is that it s long past time for Trump to level with us, or be forced to. Carlson is also acting like the only thing the New York City council is working on is trapping Trump   that s far from true. But they have other pressing matters and limited funding, just like many other major cities here in the U.S.Trump is proving himself to be a threat, and we need to know exactly how.Featured image via screen capture from embedded video",News,"May 16, 2017",0
WATCH: Mike Pence Went To See ‘Hamilton’ And Got Booed By The Whole Theatre,"Mike Pence took time off from organizing Trump s transition efforts to catch a musical on Broadway   but if he thought he would have a relaxing evening, he was wrong.As the vice president-elect made his way to his seat Friday night, he was greeted with a loud chorus of boos. As he waved to the crowd, there was a smattering of applause but the majority present made it clear that he was not welcome. Naturally, the internet didn t let him live this down:At #Hamilton. Mike Pence is here and the entire theater just booed him.  Shannon (@TheStagmania) November 19, 2016Mike Pence getting lustily booed at ""Hamilton"" is obviously the endpoint for this goddamn election cycle  Simon Maloy (@SimonMaloy) November 19, 2016Just heard from friend in NY that Mike Pence is seeing Hamilton tonight and was BOOED by the theatre when he walked in  Marc Snetiker (@MarcSnetiker) November 19, 2016Unreal scene here   Mike Pence walks in and there's a massive mix of cheers and boos. pic.twitter.com/GVZ5L67mA3  Noah Coslov (@NoahCoslov) November 19, 2016Pence, I feel ya. If a homophobe who wants to electrocute gays can't go to musical without getting booed, nothing's sacred anymore #Hamilton  Eric John (@EricJohnThe1st) November 19, 2016So apparently Pence was booed when he showed up at Hamilton and uh what did he expect?  Mario (@TomatoGrandpa) November 19, 2016Reminder that the current star of Hamilton is the incomparable Javier Mu oz, an openly gay, openly HIV-positive actor. Pay attention, Pence.  Marc Snetiker (@MarcSnetiker) November 19, 2016Mike Pence got booed at a performance of Hamilton. Weird, it's like gay people don't love raging homophobic bigots. Who'da thunk it?  Charisma Black Hole (@MichaelMcGurran) November 19, 2016The best part of Pence's Hamilton experience being ruined for me is knowing that I, a brown queer, have better seats than he does.  Delete 2016 (@twittysuch) November 19, 2016According to reports, the crowd spent the entire night trolling our future vice president:I'm at #Hamilton and so is Mike Pence. Crowd booed him like crazy, and gave a standing O at the line ""immigrants we get the job done"" 1/2  Christy Colburn (@christymoose) November 19, 20162/2 Crowd went NUTS at King George's lines ""when people say they hate you"" & ""do you know how hard it is to lead?"" He had to stop the song.  Christy Colburn (@christymoose) November 19, 2016During ""You'll Be Back (Reprise)"" they had to keep pausing the song while people jeered Pence on every line. https://t.co/ZSIG7qnfiM  Shannon (@TheStagmania) November 19, 2016Pence, easily one of the worst people to be elected Vice President in our nation s history, can expect tonight to become the norm. With his administration filling its ranks to the brim with white supremacists, Islamophobes, and other assorted bigots and pushing Muslim bans and other terrifying policies, it is a virtual certainty that neither Pence nor Trump will be able to step foot in public without being met with some form of opposition,Watch him get booed below:#Hamilton. Mike Pence Booed #TrumpProtest #NotMyPresident pic.twitter.com/bFqUpksY4h  MOURNING IN AMERICA (@irise4u2c) November 19, 2016Featured image via getty Images/Steve Pope",News,"November 18, 2016",0
Ex-U.S. spy chiefs urge Congress to renew internet surveillance law,"WASHINGTON (Reuters) - Former U.S. intelligence officials who worked for both Republican and Democratic presidents urged Congress on Monday to renew an internet surveillance program they said has stopped militant plots and helped policymakers steer through international crises. The program, authorized under Section 702 of the Foreign Intelligence Surveillance Act, allows U.S. spy agencies to eavesdrop on and store vast amounts of digital communications from foreign suspects living outside the United States. It will expire on Dec. 31 if Congress does not act. “We have personally reported to our Presidents - Republican and Democratic - and to the Congress details of plots disrupted based on information from Section 702,” the former intelligence chiefs said in letters to congressional leaders that were seen by Reuters. “We strongly urge the Congress to reauthorize the program and continue allowing the intelligence community to protect our country,” they wrote. The letter’s signatories include former directors of U.S. national intelligence, the CIA and the National Security Agency; and a former attorney general. Rights groups, including the American Civil Liberties Union, oppose the law in its current form because it sometimes  incidentally collects communications of Americans. Those communications can then be subject to searches without a warrant by the Federal Bureau of Investigation for criminal and national security investigations. The Senate Intelligence Committee is expected to privately vote on Tuesday on a bill to reauthorize Section 702 that privacy advocates say will largely lack their reform priorities. Senator Ron Wyden, a Democratic member of the panel, sent a letter on Monday urging committee leaders to allow a vote to take place publicly, saying the bill “will have enormous impact on the security, liberty, and constitutional rights of the American people” and should be debated in the open. A bipartisan group of lawmakers in the House of Representatives earlier this month introduced legislation intended to install new privacy protections for 702 surveillance, including a partial restriction on the FBI’s ability to access American data that would require agents obtain a warrant when seeking evidence of a crime. The former spy chiefs’ letter was sent to the Republican and Democratic leaders of the Senate and House, and heads of the Senate and House Intelligence and Judiciary committees. Implementation of the Section 702 program, they wrote, has received positive reviews from the independent Privacy and Civil Liberties Oversight Board. The letter was signed by former directors of national intelligence Dennis Blair, James Clapper and Mike McConnell; former attorney general Michael Mukasey; former CIA director John Brennan; former NSA chief Keith Alexander; and Michael Hayden, who led both the CIA and the NSA.",politicsNews,"October 23, 2017",1
John McCain: Russian Election Meddling Is Even More Serious Than A Physical Attack,"Sen. John McCain is weighing in on Russia s meddling in the U.S. election, and he has made his stance abundantly clear. In an interview with New York Magazine that was published online this Saturday, McCain said that Russian interference in our presidential election is even worse  than a physical attack  and risks undermining  the foundation of democracy. The severity of this issue, the gravity of it, is so consequential because if you succeed in corrupting an election, then you ve destroyed the foundation of democracy,  McCain said.  So I view it with the utmost seriousness. I view it more seriously than a physical attack. I view it more seriously than Orlando, or San Bernardino. As tragic as that was, the far-reaching consequences of an election hack are certainly far in excess of a single terrorist attack. The senator also has some serious questions about Trump s former national security adviser, Michael Flynn, who has now resigned as a result of his compromising conversations with Russia. The Flynn fiasco, he said, is just another sign of dysfunction  within Trump s administration. When did Flynn know about anything to do with Russian interference?  he asked.  Why was there a gap of X number of days between the president being told and no action taken? What is the extent of the relationship between Flynn and the Russians? McCain also addressed the Russian dossier, which revealed Trump s shady ties to Russia along with insight into his personal perversions. According to the document, Russia is using Trump s sexual indiscretions to blackmail him. The Arizona senator said that this would not be out of character for Russia because it s what they do. I didn t know what to make of it, but everyone knows the Russians do use women and sex when people go to Russia,  he said.  It s an old KGB honeypot. You can read his interview in its entirety here.Featured image via Alex Wong/Getty Images",News,"February 18, 2017",0
"Pennsylvania state senator, Democratic official charged in vote-buying scheme","(Reuters) - A Pennsylvania state Senator and a Democratic Party official were charged in a federal indictment for their involvement in a bribery and fraud scheme related to a 2011 election for a Democratic ward leader in Philadelphia, the Justice Department said on Tuesday. Lawrence “Larry” Farnese, 47, and Ellen Chapman, 62, both of Philadelphia, were charged with conspiracy, mail fraud, wire fraud and violations of the Travel Act, the Justice Department said in a statement. Farnese was a state senator at the time of the alleged illegal conduct.",politicsNews,"May 10, 2016",1
Netanyahu sees 'many' nations following U.S. move on Jerusalem,"JERUSALEM (Reuters) - Israeli Prime Minister Benjamin Netanyahu said on Thursday many countries would follow the United States in recognising Jerusalem as Israel s capital and contacts were underway. Wednesday s announcement by U.S. President Donald Trump reversed decades of peace-making policy on Jerusalem, which both Israelis and Palestinians claim, and drew censure from many countries, among them key allies of Washington.  I would like to announce that we are already in contact with other countries which will issue a similar recognition,  Netanyahu said in a speech at Israel s Foreign Ministry. He did not name any of these countries. The United States plans to open an embassy in Jerusalem, a move it says could take three to four years. The U.S. Embassy is currently in Tel Aviv, Israel s economic hub, as are those of other countries.  I have no doubt that the moment the American Embassy moves to Jerusalem, and even before then, there will be a movement of many embassies to Jerusalem. The time has come,  Netanyahu said. Palestinian Islamist group Hamas called on Thursday for a new uprising against Israel after Trump s recognition of Jerusalem as the Israeli capital.",worldnews,"December 7, 2017",1
Kids Hilariously Impersonate And Mock Donald Trump On Jimmy Fallon (VIDEO),"It s quite hard to laugh at what Donald Trump plans to do if he becomes president, especially since he s been winning in the polls for the Republican nomination for president. However, when kids actually say some of the crazy things Trump has said he plans to do, it all becomes hilarious. In fact, these kids actually show us how ridiculous Donald Trump actually is.Jimmy Fallon compiled videos of kids imitating some of the silliest statements Trump has made during his nightmarish run for the GOP nomination and then perfectly mocks him. In one example, a girl in a New York accent hilariously said: If you don t want to build a wall, you re a loser. Vote for Trump and make America great again. Or, you re gonna be a loser. In another skit, a Trump impersonator brags about his performance in the polls, saying: I m doing so good and I m going to win and once I win, we will win so much that everyone will be sick of winning. The funny skits genuinely prove just how ridiculous Trump s statements are when put in the context of kids saying them. The hope is that Donald Trump, along with Ted Cruz, will just be a funny memory come November.Watch video here:[youtube https://www.youtube.com/watch?v=JtG3h44Ls1o] Featured image via video screenshot.",News,"April 16, 2016",0
Factbox: Trump finishes filling top jobs for his administration,"(Reuters) - U.S. President-elect Donald Trump formally named former Georgia Governor Sonny Perdue as his nominee for secretary of agriculture on Thursday, officially completing the selection of his Cabinet, his transition team said in a statement. Here is a list of Republican Trump’s selections for top jobs in his administration.  NOTE: Senate confirmation is required for all the posts except national security adviser and White House posts. Tillerson, 64, has spent his entire career at Exxon Mobil Corp, where he rose to chairman and chief executive officer in 2006. A civil engineer by training, the Texan joined the world’s largest publicly traded energy company in 1975 and led several of its operations in the United States as well as in Yemen, Thailand and Russia. As Exxon’s chief executive, he maintained close ties with Moscow and opposed U.S. sanctions against Russia for its incursion into Crimea. Mnuchin, 54, is a successful private equity investor, hedge fund manager and Hollywood financier who spent 17 years at Goldman Sachs Group Inc before leaving the investment bank in 2002. He assembled an investor group to buy a failed California mortgage lender in 2009, rebranded it as OneWest Bank and built it into Southern California’s largest bank. Housing advocacy groups criticized OneWest for its foreclosure practices, accusing it of being too quick to foreclose on struggling homeowners. Mattis is a retired Marine general known for his tough talk, distrust of Iran and battlefield experience in Iraq and Afghanistan. A former leader of Central Command, which oversees U.S. military operations in the Middle East and South Asia, Mattis, 66, is known by many U.S. forces by his nickname, “Mad Dog.” He was rebuked in 2005 for saying: “It’s fun to shoot some people.” Sessions, 70, was the first U.S. senator to endorse Trump’s presidential bid and has been a close ally since. Son of a country store owner, the lawmaker from Alabama and former federal prosecutor has long taken a tough stance on illegal immigration, opposing any path to citizenship for undocumented immigrants. Coats, 73, served as U.S. senator from Indiana from 1989 to 1999 and again from 2011 to 2017, and was U.S. ambassador to Germany from 2001 to 2005. He previously served as U.S. representative from Indiana’s 4th Congressional District. Zinke, 55, a first-term Republican U.S. representative from Montana and a member of the House subcommittee on natural resources, has voted for legislation that would weaken environmental safeguards on public lands. He has taken stances favoring the coal industry, which suffered during the Obama administration. The League of Conservation Voters, which ranks lawmakers on their environmental record, gave Zinke an extremely low lifetime score of 3 percent. Ross, 79, heads the private equity firm WL Ross & Co. Forbes has pegged his net worth at about $2.9 billion. A staunch supporter of Trump, Ross helped shape the Trump campaign’s views on trade policy. He blames massive U.S. factory job losses on the North American Free Trade Agreement (NAFTA) with Canada and Mexico, which went into force in 1994, and the 2001 entry of China into the World Trade Organization.      Lighthizer, 69, served as deputy U.S. trade representative during the Reagan administration in the 1980s and has since spent nearly three decades as a lawyer representing U.S. companies in anti-dumping and anti-subsidy cases, currently with the law firm Skadden, Arps, Slate, Meagher and Flom. A harsh critic of China’s trade practices, Lighthizer in 2010 told Congress that U.S. policymakers should take a more aggressive approach in dealing with the Asian country. Puzder, chief executive officer of CKE Restaurants Inc [APOLOT.UL], which runs the Carl’s Jr. and Hardee’s fast-food chains, has been a vociferous critic of government regulation of the workplace and the National Labor Relations Board. Puzder, 66, has argued that higher minimum wages would hurt workers by forcing restaurants to close and praises the benefits of automation, so his appointment is likely to antagonize organized labor.  U.S. Representative Price, 62, is an orthopedic surgeon who heads the House Budget Committee. A representative from Georgia since 2005, Price has criticized Obamacare and has championed a plan of tax credits, expanded health savings accounts and lawsuit reforms to replace it. He is against abortion. Former Georgia Governor Perdue, 70, served on Trump’s agricultural advisory committee during the campaign. Perdue, a Republican, was elected to two terms as governor, serving from 2003 to 2011. Before that, he served in the state Senate representing a rural swath of the state about 100 miles (160 km) south of Atlanta. After finishing his second term as governor, Perdue founded Perdue Partners, a global trading firm that consults and provides services for companies looking to export products. Shulkin, 57, currently is under secretary for health at the Department of Veterans Affairs, putting him in charge of the country’s largest healthcare system. Shulkin, a physician, was chosen by Democratic President Barack Obama for the under secretary post in 2015. He has spearheaded an effort to cut waiting times for care at VA medical centers. Trump promised during the campaign to improve medical care for veterans. Shulkin would be the first VA secretary who had not served in the military. Carson, 65, is a retired neurosurgeon who dropped out of the Republican presidential nominating race in March and threw his support to Trump. A popular writer and speaker in conservative circles, Carson had been reluctant to take a position in the incoming administration because of his lack of experience in the federal government. He is the first African-American picked for a Cabinet spot by Trump. Chao, 63, was labor secretary under President George W. Bush for eight years and the first Asian-American woman to hold a Cabinet position. She is a director at Ingersoll Rand Plc, News Corp and Vulcan Materials Co. She is married to U.S. Senate Majority Leader Mitch McConnell, a Republican from Kentucky. Perry, 66, is an addition to the list of oil drilling advocates skeptical about climate change who have been picked for senior positions in Trump’s Cabinet. The selections have worried environmentalists but cheered an oil and gas industry eager for expansion. Perry, who ran unsuccessfully for the 2012 Republican presidential nomination and also briefly ran for president in 2016, would be responsible for U.S. energy policy and oversee the nation’s nuclear weapons program.  DeVos, 59, is a billionaire Republican donor, a former chair of the Michigan Republican Party and an advocate for the privatization of education. As chair of the American Federation for Children, she has pushed at the state level for vouchers that families can use to send their children to private schools and for expansion of charter schools. The final leadership role of Kelly’s 45-year military career was head of the U.S. Southern Command, responsible for U.S. military activities and relationships in Latin America and the Caribbean. The 66-year-old retired Marine general differed with Obama on key issues and has warned of vulnerabilities along the United States’ southern border with Mexico. Priebus recently was re-elected to serve as Republican National Committee chairman but will give up that job to join Trump in the White House, where the low-key Washington operative could help forge ties with Congress to advance Trump’s agenda. Priebus, 44, was a steadfast supporter of Trump during the presidential campaign even as the party fractured amid the choice. ENVIRONMENTAL PROTECTION AGENCY ADMINISTRATOR: SCOTT PRUITT An ardent opponent of Obama’s measures to stem climate change, Oklahoma Attorney General Pruitt, 48, has enraged environmental activists. But he fits in with the president-elect’s promise to cut the agency back and eliminate regulation that he says is stifling oil and gas drilling. Pruitt became the top state prosecutor for Oklahoma, which has extensive oil reserves, in 2011 and has challenged the EPA multiple times since. U.S. Representative Mick Mulvaney, 49, a South Carolina Republican, is a fiscal conservative. He was an outspoken critic of former House of Representatives Speaker John Boehner, who resigned in 2015 amid opposition from fellow Republicans who were members of the House Freedom Caucus. Mulvaney was first elected to Congress in 2010. Haley, 44, has been the Republican governor of South Carolina since 2011 and has little experience in foreign policy or the federal government. The daughter of Indian immigrants, she led a successful push last year to remove the Confederate battle flag from the grounds of the South Carolina state capitol after the killing of nine black churchgoers in Charleston by a white gunman. McMahon, 68, is a co-founder and former chief executive of the professional wrestling franchise WWE, which is based in Stamford, Connecticut. She ran unsuccessfully as a Republican for a U.S. Senate seat in Connecticut in 2010 and 2012 and was an early supporter of Trump’s presidential campaign. U.S. Representative Pompeo, 53, is a third-term congressman from Kansas who serves on the House of Representatives Intelligence Committee, which oversees the CIA, National Security Agency and cyber security. A retired Army officer and Harvard Law School graduate, Pompeo supports the U.S. government’s sweeping collection of Americans’ communications data and wants to scrap the nuclear deal with Iran. Walter “Jay” Clayton is a New York-based attorney who advises clients on major Wall Street deals, specializing in public and private mergers and acquisitions and capital-raising efforts. His past clients have included Alibaba Group Holding Company, Oaktree Capital Group and big banks.    Retired Lieutenant General Flynn, 58, was an early Trump supporter and serves as vice chairman on his transition team. He began his Army career in 1981 and was deployed in Afghanistan and Iraq. Flynn became head of the Defense Intelligence Agency in 2012 under Obama but retired a year earlier than expected, according to media reports, and became a fierce critic of Obama’s foreign policy. Tom Bossert, 41, who worked as deputy homeland security adviser to former President George W. Bush, will serve as the assistant to the president for homeland security and counterterrorism. He currently runs a risk management consulting firm and has a cyber risk fellowship with the Atlantic Council think tank in Washington. Cohn, 56, president and chief operating officer of Goldman Sachs, had widely been considered heir apparent to Lloyd Blankfein, CEO of the Wall Street firm. Trump hammered Goldman and Blankfein during the presidential campaign, releasing a television ad that called Blankfein part of a “global power structure” that had robbed America’s working class. Navarro, 67, has suggested a stepped-up engagement with Taiwan, including assistance with a submarine development program. A professor at the University of California, Irvine, who advised Trump during the campaign, Navarro argued that Washington should stop referring to the “one China” policy, but stopped short of suggesting it should recognize Taipei: “There is no need to unnecessarily poke the Panda.” Viola, 60, is a graduate of the U.S. Military Academy at West Point and a U.S. Army veteran who served in the famed 101st Airborne Division. He founded high-frequency trading firm Virtu Financial Inc and served as chairman of the New York Mercantile Exchange, where he began his financial services career. After the Sept. 11, 2001, al Qaeda attacks on New York and Washington, Viola helped found the Combating Terrorism Center at West Point. He is an owner of the Florida Panthers ice hockey team. CHIEF WHITE HOUSE STRATEGIST, SENIOR COUNSELOR: STEVE BANNON The former head of the conservative website Breitbart News came aboard as Trump’s campaign chairman in August. A rabble-rousing conservative media figure, he helped shift Breitbart into a forum for the alt-right, a loose confederation of those who reject mainstream politics and includes neo-Nazis, white supremacists and anti-Semites. His hiring signals Trump’s dedication to operating outside the norms of Washington. As White House chief of staff, Bannon, 63, will serve as Trump’s gatekeeper and agenda-setter.",politicsNews,"January 19, 2017",1
U.S. presidential debate rules out third party candidates,"WASHINGTON (Reuters) - Libertarian Party presidential candidate Gary Johnson and Green Party hopeful Jill Stein have failed to quality for the first planned U.S. presidential debate on Sept. 26, the Commission on Presidential Debates said on Friday. The commission, citing the averages the various candidates have achieved in selected polls, confirmed that Republican Donald Trump and Democrat Hillary Clinton had met the criteria. It also said that the vice presidential running mates of the two leading candidates were the only two to qualify for the vice presidential debate set for Oct. 4. The first presidential debate will be held at Hofstra University in Hempstead, New York and the vice presidential debate at Longwood University in Farmville, Virginia. Using the average of five national polls, Clinton scored 43 percent, Trump 40.4 percent, Johnson 8.4 percent and Stein 3.2 percent, the commission said. Selection for the debates requires at least 15 percent support. Johnson and Stein were both constitutionally eligible and had ballot access in enough states to theoretically win an electoral college majority, but missed the polling threshold. Stein’s campaign website said she and her running mate Ajamu Baraka will both attend the first presidential debate, and urged supporters to join them. The campaign said it might ask supporters to attempt to escort the candidates into the debate in an action that “may lead to arrest — it is possible but not definite. There will be actions you can take with us at Hofstra that do not risk arrest.” The campaign said it is “organizing nonviolent civil resistance training for this.” Johnson said in a statement that: “I would say I’m surprised that the CPD has chosen to exclude me from the first debate, but I’m not.” The commission was a private organization created by the Republican and Democratic parties “for the clear purpose of taking control of the only nationally televised presidential debates voters will see,” Johnson said. The last time a third-party candidate was allowed to participate in the televised debates was in 1992, when Ross Perot met the requirements running as an independent.",politicsNews,"September 16, 2016",1
House Speaker visits White House ahead of healthcare vote,"WASHINGTON (Reuters) - U.S. House of Representatives Speaker Paul Ryan made a trip to the White House on Friday to meet with President Donald Trump as the healthcare legislation was being hotly debated on Capitol Hill, its fate uncertain.  A White House official said Ryan and Trump would discuss Republican efforts to get enough votes to secure passage of the bill that aims to repeal and replace Obamacare.",politicsNews,"March 24, 2017",1
